X,Y,Z,Distance
0.201,0.882,-0.293,0.519
0.196,0.878,-0.287,0.504
0.173,0.871,-0.274,0.526
0.160,0.867,-0.264,0.529
0.149,0.866,-0.256,0.529
0.138,0.862,-0.246,0.533
0.127,0.862,-0.235,0.542
0.115,0.858,-0.225,0.542
0.102,0.860,-0.216,0.546
0.093,0.859,-0.207,0.551
0.081,0.859,-0.200,0.553
0.068,0.857,-0.194,0.558
0.056,0.859,-0.186,0.561
0.043,0.856,-0.178,0.565
0.033,0.852,-0.168,0.569
0.018,0.846,-0.159,0.572
0.007,0.840,-0.151,0.575
-0.006,0.837,-0.142,0.579
-0.021,0.828,-0.126,0.570
-0.034,0.821,-0.117,0.574
-0.049,0.814,-0.108,0.578
-0.064,0.806,-0.096,0.579
-0.077,0.797,-0.087,0.584
-0.089,0.791,-0.073,0.588
-0.101,0.781,-0.063,0.591
-0.113,0.773,-0.054,0.594
-0.126,0.765,-0.043,0.594
-0.138,0.759,-0.032,0.598
-0.151,0.754,-0.021,0.598
-0.162,0.751,-0.011,0.596
-0.173,0.746,0.000,0.597
-0.183,0.741,0.011,0.596
-0.192,0.734,0.023,0.596
-0.200,0.727,0.035,0.594
-0.209,0.716,0.047,0.590
-0.220,0.712,0.059,0.593
-0.228,0.704,0.072,0.588
-0.239,0.696,0.084,0.583
-0.250,0.689,0.099,0.581
-0.258,0.680,0.114,0.577
-0.268,0.670,0.130,0.576
-0.280,0.661,0.145,0.573
-0.292,0.651,0.161,0.571
-0.309,0.642,0.178,0.580
-0.319,0.633,0.192,0.580
-0.328,0.623,0.208,0.579
-0.337,0.613,0.225,0.576
-0.349,0.606,0.239,0.575
-0.362,0.598,0.254,0.569
-0.376,0.592,0.271,0.566
-0.389,0.585,0.290,0.562
-0.402,0.580,0.308,0.555
-0.412,0.577,0.325,0.551
-0.424,0.571,0.341,0.552
-0.438,0.567,0.359,0.546
-0.451,0.561,0.374,0.542
-0.465,0.554,0.391,0.538
-0.477,0.547,0.409,0.537
-0.489,0.536,0.427,0.534
-0.503,0.526,0.446,0.532
-0.514,0.517,0.466,0.528
-0.527,0.506,0.485,0.527
-0.543,0.496,0.503,0.525
-0.555,0.486,0.523,0.520
-0.570,0.478,0.544,0.522
-0.584,0.468,0.564,0.520
-0.598,0.460,0.582,0.517
-0.611,0.454,0.600,0.516
-0.628,0.445,0.633,0.497
-0.642,0.443,0.647,0.497
-0.658,0.437,0.665,0.494
-0.670,0.435,0.680,0.494
-0.685,0.429,0.698,0.496
-0.697,0.428,0.713,0.495
-0.711,0.422,0.727,0.499
-0.724,0.418,0.739,0.500
-0.736,0.413,0.753,0.503
-0.748,0.407,0.766,0.508
-0.760,0.398,0.780,0.509
-0.771,0.389,0.791,0.519
-0.780,0.382,0.801,0.525
-0.789,0.370,0.813,0.533
-0.798,0.366,0.824,0.542
-0.811,0.358,0.836,0.553
-0.821,0.349,0.845,0.559
-0.833,0.342,0.856,0.569
-0.843,0.335,0.866,0.576
-0.857,0.329,0.878,0.586
-0.869,0.322,0.885,0.595
-0.880,0.317,0.892,0.606
-0.894,0.314,0.901,0.622
-0.905,0.312,0.908,0.627
-0.919,0.312,0.917,0.637
-0.950,0.307,0.931,0.660
-0.965,0.308,0.941,0.671
-0.981,0.305,0.953,0.679
-0.995,0.304,0.963,0.687
-1.011,0.302,0.975,0.695
-1.027,0.301,0.984,0.704
-1.042,0.302,0.994,0.712
-1.058,0.296,1.005,0.719
-1.073,0.294,1.018,0.729
-1.088,0.288,1.031,0.740
-1.106,0.282,1.044,0.750
-1.123,0.277,1.057,0.758
-1.145,0.269,1.072,0.773
-1.161,0.264,1.083,0.783
-1.182,0.256,1.098,0.799
-1.203,0.256,1.112,0.810
-1.220,0.258,1.120,0.822
-1.232,0.263,1.128,0.834
-1.247,0.267,1.128,0.853
-1.263,0.271,1.141,0.860
-1.279,0.278,1.145,0.876
-1.290,0.288,1.149,0.883
-1.299,0.295,1.150,0.896
-1.311,0.301,1.152,0.911
-1.322,0.305,1.153,0.923
-1.332,0.309,1.152,0.935
-1.341,0.313,1.153,0.948
-1.350,0.317,1.152,0.957
-1.361,0.317,1.149,0.966
-1.365,0.319,1.147,0.974
-1.371,0.320,1.142,0.990
-1.380,0.318,1.139,1.003
-1.389,0.317,1.134,1.018
-1.391,0.315,1.127,1.029
-1.398,0.310,1.129,1.039
-1.400,0.307,1.131,1.045
-1.271,0.429,0.887,1.159
-1.269,0.432,0.880,1.160
-1.269,0.434,0.875,1.163
-1.270,0.434,0.871,1.170
-1.269,0.434,0.868,1.177
-1.271,0.433,0.866,1.185
-1.272,0.432,0.863,1.197
-1.273,0.432,0.862,1.211
-1.280,0.432,0.864,1.218
-1.287,0.432,0.865,1.226
-1.295,0.430,0.866,1.238
-1.303,0.429,0.867,1.249
-0.825,0.289,0.474,0.871
-0.778,0.295,0.461,0.820
-0.574,0.297,0.354,0.612
-0.561,0.294,0.350,0.590
-0.547,0.293,0.347,0.567
-0.498,0.302,0.309,0.533
-0.485,0.302,0.297,0.518
-0.470,0.303,0.294,0.498
-0.397,0.321,0.251,0.441
-0.382,0.326,0.246,0.418
-0.361,0.337,0.229,0.412
-0.340,0.342,0.221,0.396
-0.321,0.350,0.217,0.371
-0.300,0.368,0.196,0.371
-0.281,0.380,0.192,0.346
-0.278,0.393,0.181,0.364
-0.277,0.402,0.175,0.371
-0.228,0.414,0.157,0.307
-0.263,0.258,0.207,0.528
-0.260,0.256,0.208,0.531
-0.257,0.255,0.204,0.524
-0.260,0.251,0.205,0.524
-0.256,0.254,0.204,0.527
-0.258,0.253,0.201,0.528
-0.258,0.252,0.203,0.526
-0.257,0.252,0.205,0.527
-0.260,0.250,0.203,0.529
-0.261,0.248,0.207,0.528
-0.264,0.246,0.208,0.532
-0.264,0.247,0.210,0.535
-0.265,0.244,0.211,0.541
-0.268,0.245,0.214,0.537
-0.270,0.245,0.218,0.539
-0.270,0.245,0.220,0.542
-0.273,0.245,0.224,0.544
-0.274,0.246,0.226,0.546
-0.277,0.248,0.227,0.548
-0.280,0.251,0.231,0.552
-0.281,0.254,0.233,0.552
-0.284,0.257,0.236,0.551
-0.286,0.266,0.236,0.555
-0.285,0.274,0.238,0.556
-0.287,0.278,0.237,0.555
-0.284,0.285,0.237,0.562
-0.280,0.294,0.240,0.564
-0.281,0.305,0.238,0.563
-0.281,0.321,0.237,0.568
-0.278,0.326,0.237,0.566
-0.282,0.334,0.233,0.560
-0.277,0.346,0.230,0.558
-0.273,0.363,0.225,0.558
-0.273,0.374,0.222,0.554
-0.270,0.385,0.218,0.553
-0.263,0.397,0.213,0.552
-0.264,0.410,0.208,0.549
-0.259,0.423,0.203,0.545
-0.253,0.436,0.197,0.542
-0.256,0.450,0.190,0.542
-0.253,0.460,0.186,0.535
-0.250,0.473,0.182,0.533
-0.247,0.484,0.179,0.535
-0.245,0.488,0.172,0.531
-0.240,0.498,0.168,0.530
-0.235,0.509,0.163,0.526
-0.232,0.510,0.160,0.527
-0.235,0.517,0.153,0.522
-0.227,0.533,0.152,0.523
-0.226,0.537,0.147,0.520
-0.220,0.547,0.150,0.521
-0.219,0.554,0.146,0.525
-0.215,0.561,0.143,0.522
-0.209,0.567,0.142,0.519
-0.208,0.575,0.140,0.519
-0.207,0.577,0.139,0.519
-0.203,0.585,0.138,0.519
-0.203,0.591,0.135,0.516
-0.202,0.595,0.135,0.516
-0.200,0.601,0.133,0.516
-0.199,0.609,0.129,0.514
-0.200,0.613,0.129,0.513
-0.197,0.620,0.129,0.514
-0.198,0.626,0.127,0.515
-0.197,0.633,0.129,0.515
-0.196,0.639,0.129,0.517
-0.196,0.642,0.128,0.517
-0.198,0.646,0.128,0.517
-0.200,0.650,0.130,0.515
-0.203,0.650,0.128,0.517
-0.202,0.650,0.126,0.519
-0.202,0.652,0.128,0.521
-0.203,0.652,0.125,0.524
-0.204,0.648,0.125,0.525
-0.206,0.644,0.126,0.528
-0.205,0.641,0.128,0.524
-0.206,0.635,0.127,0.525
-0.207,0.631,0.129,0.526
-0.208,0.622,0.129,0.525
-0.208,0.614,0.131,0.521
-0.208,0.608,0.131,0.525
-0.208,0.600,0.131,0.524
-0.208,0.588,0.131,0.521
-0.208,0.580,0.132,0.525
-0.206,0.572,0.133,0.524
-0.209,0.559,0.133,0.522
-0.208,0.551,0.135,0.522
-0.207,0.542,0.136,0.526
-0.208,0.532,0.135,0.525
-0.203,0.519,0.140,0.532
-0.202,0.508,0.139,0.533
-0.200,0.496,0.138,0.531
-0.201,0.484,0.141,0.534
-0.201,0.473,0.142,0.537
-0.201,0.460,0.142,0.537
-0.203,0.446,0.144,0.537
-0.202,0.432,0.145,0.539
-0.200,0.419,0.146,0.538
-0.200,0.403,0.146,0.541
-0.200,0.388,0.146,0.540
-0.198,0.376,0.145,0.541
-0.198,0.360,0.146,0.538
-0.203,0.352,0.142,0.537
-0.208,0.343,0.138,0.533
-0.194,0.324,0.154,0.548
-0.195,0.298,0.151,0.544
-0.197,0.283,0.152,0.545
-0.196,0.266,0.154,0.544
-0.197,0.249,0.156,0.543
-0.196,0.233,0.160,0.543
-0.197,0.216,0.160,0.545
-0.194,0.204,0.163,0.549
-0.194,0.190,0.162,0.548
-0.193,0.176,0.164,0.550
-0.197,0.149,0.160,0.546
-0.197,0.136,0.161,0.551
-0.199,0.119,0.163,0.548
-0.199,0.105,0.162,0.546
-0.201,0.092,0.160,0.548
-0.202,0.077,0.162,0.551
-0.201,0.062,0.163,0.550
-0.201,0.047,0.166,0.554
-0.201,0.034,0.167,0.556
-0.204,0.025,0.169,0.551
-0.204,0.014,0.169,0.554
-0.205,0.003,0.170,0.553
-0.204,-0.002,0.170,0.555
-0.203,-0.009,0.172,0.552
-0.203,-0.011,0.170,0.551
-0.202,-0.013,0.171,0.555
-0.202,-0.013,0.170,0.554
-0.201,-0.010,0.166,0.551
-0.200,-0.009,0.164,0.558
-0.197,-0.011,0.162,0.555
-0.195,-0.010,0.161,0.555
-0.192,-0.005,0.160,0.558
-0.190,-0.000,0.160,0.559
-0.189,0.006,0.159,0.556
-0.187,0.013,0.159,0.560
-0.186,0.024,0.157,0.557
-0.188,0.033,0.158,0.555
-0.186,0.041,0.160,0.561
-0.183,0.057,0.157,0.563
-0.186,0.063,0.159,0.561
-0.186,0.074,0.157,0.565
-0.184,0.086,0.156,0.566
-0.184,0.095,0.156,0.571
-0.185,0.098,0.158,0.576
-0.184,0.099,0.156,0.579
-0.178,0.109,0.183,0.638
-0.177,0.108,0.187,0.645
-0.173,0.108,0.187,0.647
-0.166,0.106,0.188,0.653
-0.163,0.101,0.187,0.659
-0.157,0.099,0.186,0.668
-0.151,0.099,0.184,0.670
-0.146,0.097,0.187,0.676
-0.137,0.096,0.183,0.681
-0.130,0.098,0.175,0.691
-0.122,0.102,0.171,0.697
-0.115,0.102,0.165,0.704
-0.106,0.099,0.158,0.711
-0.092,0.100,0.157,0.718
-0.084,0.097,0.149,0.728
-0.072,0.097,0.144,0.735
-0.061,0.100,0.137,0.741
-0.052,0.099,0.130,0.747
-0.040,0.103,0.122,0.756
-0.026,0.113,0.103,0.777
-0.020,0.118,0.096,0.788
-0.011,0.126,0.086,0.789
-0.003,0.133,0.076,0.795
0.004,0.141,0.068,0.804
0.010,0.149,0.060,0.807
0.016,0.155,0.052,0.807
0.020,0.163,0.046,0.811
0.023,0.168,0.042,0.817
0.029,0.171,0.038,0.818
0.033,0.177,0.035,0.828
0.040,0.179,0.032,0.829
0.044,0.177,0.028,0.836
0.049,0.176,0.025,0.842
0.054,0.178,0.023,0.846
0.055,0.180,0.018,0.851
0.059,0.184,0.018,0.850
0.058,0.190,0.012,0.854
0.058,0.202,0.009,0.855
0.057,0.210,0.005,0.856
0.059,0.227,0.001,0.855
0.056,0.241,-0.003,0.857
0.052,0.254,-0.010,0.856
0.051,0.269,-0.015,0.853
0.050,0.284,-0.021,0.853
0.050,0.298,-0.029,0.849
0.052,0.313,-0.033,0.848
0.054,0.328,-0.038,0.850
0.051,0.342,-0.044,0.848
0.049,0.358,-0.049,0.845
0.046,0.372,-0.054,0.843
0.046,0.387,-0.060,0.838
0.047,0.400,-0.064,0.834
0.045,0.413,-0.071,0.834
0.045,0.427,-0.075,0.832
0.041,0.441,-0.082,0.824
0.039,0.457,-0.087,0.818
0.038,0.473,-0.089,0.818
0.037,0.487,-0.092,0.812
0.035,0.500,-0.096,0.810
0.031,0.513,-0.099,0.811
0.029,0.523,-0.103,0.807
0.028,0.532,-0.107,0.799
0.027,0.543,-0.108,0.802
0.024,0.552,-0.112,0.798
0.022,0.564,-0.116,0.795
0.018,0.574,-0.117,0.793
0.017,0.586,-0.120,0.791
0.013,0.594,-0.123,0.788
0.011,0.605,-0.125,0.785
0.007,0.616,-0.129,0.785
0.006,0.623,-0.131,0.781
0.003,0.633,-0.136,0.776
0.002,0.644,-0.138,0.777
-0.001,0.651,-0.142,0.777
0.002,0.656,-0.140,0.777
-0.004,0.666,-0.149,0.768
-0.003,0.671,-0.146,0.771
-0.059,0.821,-0.200,0.737
-0.073,0.843,-0.203,0.727
-0.332,0.119,0.488,0.686
-0.333,0.119,0.492,0.687
-0.335,0.115,0.496,0.693
-0.333,0.104,0.506,0.692
-0.333,0.102,0.509,0.695
-0.332,0.099,0.512,0.695
-0.325,0.084,0.512,0.697
-0.329,0.084,0.508,0.698
-0.328,0.085,0.507,0.698
-0.328,0.086,0.505,0.697
-0.323,0.084,0.501,0.701
-0.321,0.083,0.501,0.702
-0.321,0.083,0.501,0.705
-0.320,0.085,0.500,0.706
-0.321,0.083,0.499,0.710
-0.320,0.080,0.500,0.709
-0.317,0.082,0.498,0.704
-0.316,0.080,0.497,0.708
-0.315,0.082,0.496,0.708
-0.316,0.085,0.496,0.711
-0.315,0.086,0.495,0.708
-0.315,0.086,0.493,0.706
-0.315,0.087,0.493,0.708
-0.315,0.088,0.493,0.707
-0.315,0.088,0.493,0.707
-0.317,0.089,0.493,0.706
-0.317,0.091,0.492,0.706
-0.318,0.093,0.490,0.704
-0.316,0.098,0.487,0.703
-0.318,0.102,0.485,0.700
-0.320,0.107,0.484,0.695
-0.324,0.112,0.480,0.692
-0.324,0.126,0.476,0.694
-0.324,0.138,0.471,0.686
-0.326,0.152,0.467,0.684
-0.331,0.160,0.462,0.682
-0.332,0.174,0.458,0.677
-0.335,0.189,0.451,0.675
-0.337,0.198,0.443,0.664
-0.337,0.218,0.436,0.664
-0.339,0.231,0.429,0.661
-0.339,0.245,0.420,0.658
-0.340,0.257,0.416,0.658
-0.343,0.267,0.410,0.657
-0.345,0.273,0.403,0.652
-0.340,0.292,0.399,0.653
-0.342,0.303,0.395,0.651
-0.341,0.315,0.389,0.647
-0.344,0.321,0.383,0.641
-0.343,0.334,0.380,0.643
-0.346,0.345,0.375,0.640
-0.345,0.349,0.370,0.632
-0.345,0.365,0.367,0.635
-0.346,0.375,0.361,0.636
-0.347,0.383,0.357,0.631
-0.349,0.388,0.352,0.625
-0.349,0.403,0.351,0.625
-0.351,0.411,0.346,0.623
-0.353,0.422,0.341,0.623
-0.354,0.430,0.337,0.617
-0.357,0.438,0.335,0.613
-0.359,0.447,0.332,0.611
-0.363,0.463,0.327,0.604
-0.364,0.464,0.327,0.602
-0.366,0.466,0.326,0.600
-0.366,0.464,0.326,0.599
-0.362,0.460,0.328,0.605
-0.362,0.448,0.328,0.608
-0.354,0.433,0.337,0.616
-0.349,0.407,0.343,0.625
-0.346,0.396,0.347,0.629
-0.343,0.384,0.352,0.632
-0.347,0.376,0.350,0.628
-0.316,0.270,0.389,0.674
-0.311,0.257,0.394,0.677
-0.307,0.242,0.400,0.682
-0.304,0.224,0.406,0.685
-0.302,0.210,0.412,0.694
-0.298,0.198,0.417,0.700
-0.295,0.179,0.423,0.704
-0.291,0.165,0.430,0.708
-0.288,0.150,0.434,0.711
-0.286,0.136,0.438,0.717
-0.283,0.124,0.439,0.722
-0.277,0.119,0.442,0.726
-0.277,0.109,0.443,0.727
-0.277,0.106,0.439,0.725
-0.279,0.106,0.439,0.730
-0.241,0.010,0.463,0.772
-0.238,-0.001,0.465,0.781
-0.234,-0.011,0.467,0.781
-0.231,-0.018,0.467,0.784
-0.228,-0.029,0.471,0.785
-0.226,-0.040,0.475,0.791
-0.223,-0.052,0.478,0.795
-0.222,-0.063,0.483,0.801
-0.218,-0.074,0.486,0.806
-0.214,-0.089,0.490,0.807
-0.211,-0.101,0.495,0.811
-0.207,-0.111,0.499,0.816
-0.203,-0.132,0.504,0.828
-0.200,-0.142,0.506,0.827
-0.197,-0.155,0.510,0.831
-0.185,-0.192,0.526,0.851
-0.182,-0.206,0.531,0.854
-0.179,-0.219,0.534,0.856
-0.176,-0.228,0.537,0.859
-0.039,-0.090,0.057,0.645
-0.019,-0.076,0.037,0.638
0.002,-0.075,0.018,0.632
0.018,-0.078,-0.005,0.622
0.047,-0.081,-0.031,0.584
0.063,-0.090,-0.044,0.579
0.079,-0.113,-0.059,0.568
0.088,-0.151,-0.069,0.567
0.091,-0.173,-0.093,0.553
0.108,-0.238,-0.095,0.546
0.098,-0.270,-0.109,0.532
0.091,-0.261,-0.114,0.528
0.095,-0.231,-0.098,0.552
0.061,-0.182,-0.082,0.504
0.068,-0.209,-0.084,0.498
0.075,-0.239,-0.095,0.492
0.084,-0.229,-0.102,0.492
0.095,-0.198,-0.109,0.497
0.097,-0.183,-0.118,0.499
0.104,-0.188,-0.126,0.499
0.113,-0.205,-0.134,0.502
0.119,-0.222,-0.140,0.509
0.124,-0.221,-0.138,0.515
0.122,-0.206,-0.135,0.516
0.117,-0.197,-0.135,0.510
0.112,-0.199,-0.136,0.506
0.112,-0.211,-0.135,0.504
0.111,-0.220,-0.135,0.502
0.111,-0.218,-0.131,0.500
0.111,-0.213,-0.130,0.500
0.108,-0.206,-0.134,0.500
0.109,-0.210,-0.136,0.497
0.111,-0.214,-0.137,0.497
0.109,-0.211,-0.135,0.497
0.107,-0.204,-0.135,0.499
0.108,-0.204,-0.136,0.499
0.110,-0.210,-0.136,0.497
0.111,-0.212,-0.135,0.499
0.111,-0.210,-0.134,0.501
0.112,-0.208,-0.133,0.496
0.109,-0.210,-0.134,0.498
0.113,-0.215,-0.135,0.497
0.111,-0.213,-0.134,0.499
0.112,-0.211,-0.132,0.498
0.112,-0.213,-0.133,0.501
0.112,-0.216,-0.134,0.500
0.113,-0.214,-0.134,0.499
0.113,-0.213,-0.133,0.498
0.111,-0.209,-0.134,0.500
0.110,-0.209,-0.135,0.498
0.110,-0.211,-0.135,0.498
0.108,-0.210,-0.137,0.496
0.106,-0.205,-0.139,0.493
0.106,-0.203,-0.137,0.494
0.105,-0.206,-0.137,0.492
0.104,-0.207,-0.138,0.495
0.106,-0.204,-0.138,0.495
0.106,-0.205,-0.137,0.494
0.106,-0.207,-0.135,0.495
0.109,-0.211,-0.135,0.496
0.107,-0.208,-0.136,0.495
0.108,-0.206,-0.135,0.494
0.108,-0.208,-0.135,0.495
0.110,-0.208,-0.136,0.496
0.109,-0.210,-0.135,0.492
0.109,-0.209,-0.134,0.493
0.109,-0.209,-0.134,0.494
0.108,-0.208,-0.134,0.494
0.110,-0.212,-0.134,0.489
0.109,-0.209,-0.134,0.493
0.108,-0.208,-0.132,0.489
0.108,-0.210,-0.133,0.487
0.107,-0.209,-0.133,0.492
0.107,-0.209,-0.133,0.492
0.107,-0.207,-0.133,0.491
0.107,-0.208,-0.134,0.489
0.105,-0.207,-0.133,0.486
0.105,-0.204,-0.135,0.487
0.104,-0.205,-0.135,0.487
0.103,-0.205,-0.135,0.486
0.103,-0.205,-0.135,0.486
0.104,-0.206,-0.135,0.485
0.104,-0.204,-0.135,0.485
0.103,-0.206,-0.134,0.487
0.107,-0.208,-0.133,0.485
0.106,-0.208,-0.134,0.485
0.106,-0.209,-0.132,0.486
0.109,-0.211,-0.132,0.487
0.107,-0.208,-0.133,0.485
0.105,-0.208,-0.133,0.488
0.105,-0.205,-0.136,0.488
0.104,-0.204,-0.136,0.485
0.105,-0.204,-0.134,0.484
0.104,-0.205,-0.135,0.483
0.103,-0.204,-0.135,0.482
0.104,-0.202,-0.134,0.483
